name,set,image,main_type,sub_type,color_type,special_type,tribe,attribute,level,attack,defense,text
Linear Accelerator Cannon,CDIP,database\images\LinearAcceleratorCannon.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Tribute 1 monster and inflict damage to your opponent equal to half that monster's original ATK. If you activate this card, you cannot activate any other Spell Cards this turn."
Luminous Spark,DB1,database\images\LuminousSpark.jpg,Spell,Field,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Increase the ATK of all LIGHT monsters by 500 points and decrease their DEF by 400 points.
Machine Assembly Line,ABPF,database\images\MachineAssemblyLine.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"All face-up Machine-Type monsters on the field gain 200 ATK. Each time a Machine-Type monster(s) on the field is destroyed, place 2 Junk Counters on this card. You can send this card to the Graveyard to select and Special Summon 1 Machine-Type monster in from your Graveyard, whose Level is less than or equal to the number of Junk Counters on this card."
Mage Power,CP06,database\images\MagePower.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,The equipped monster gains 500 ATK and DEF for each Spell and Trap Card you control.
Magical Explosion,DR04,database\images\MagicalExplosion.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only when you have no cards in your hand. Inflict 200 damage to your opponent for each Spell Card in your Graveyard.
Magical Stone Excavation,CP02,database\images\MagicalStoneExcavation.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Discard 2 cards; Add 1 Spell Card from your Graveyard to your hand.
Magical Thorn,DB2,database\images\MagicalThorn.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"When your opponent's card(s) in their hand are discarded to the Graveyard, inflict 500 points of damage to their Life Points for each card that was discarded."
Mark of the Rose,CSOC,database\images\MarkoftheRose.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Remove from play 1 Plant-Type monster from your Graveyard and equip this card to a monster your opponent controls. Gain control of the equipped monster. During your End Phase, give control of the equipped monster to your opponent. During your Standby Phase, gain control of the equipped monster."
Mask of Brutality,DB1,database\images\MaskofBrutality.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Increase the ATK of a monster equipped with this card by 1000 points and decrease its DEF by 1000 points. Pay 1000 Life Points during each of your Standby Phases. If you do not, destroy this card."
Mask of Dispel,DB1,database\images\MaskofDispel.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 face-up Spell Card on the field. The controller of the Spell Card must take damage of 500 Life Points during each of your Standby Phases. When the selected card is destroyed or removed from the field, this card is also destroyed."
Mask of the Accursed,DB1,database\images\MaskoftheAccursed.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,The monster equipped with this card cannot attack. The controller of the equipped monster takes 500 points of damage during each of your Standby Phases.
Metamorphosis,CP01,database\images\Metamorphosis.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Tribute 1 monster. Special Summon 1 Fusion Monster from your Extra Deck with the same Level as the Tributed monster.
Metaphysical Regeneration,CRMS,database\images\MetaphysicalRegeneration.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only during the End Phase. Gain 1000 Life Points for each Psychic-Type monster sent to the Graveyard this turn.
Meteor Flare,ABPF,database\images\MeteorFlare.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate by sending 2 cards from your hand to the Graveyard while your opponent has more than 3000 Life Points. Inflict 2000 damage to your opponent. If this card is in the Graveyard, you can add it to your hand instead of conducting your normal draw during your Draw Phase."
Micro Ray,AST,database\images\MicroRay.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,The DEF of 1 face-up monster on the field becomes 0 until the end of the End Phase.
Minor Goblin Official,DB1,database\images\MinorGoblinOfficial.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only when your opponent's Life Points are 3000 or less. Inflict 500 damage to your opponent during each of his/her Standby Phases.
Miracle Dig,DB2,database\images\MiracleDig.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"If there are 5 or more of your monsters that have been removed from play in the current Duel, return 3 of them to the Graveyard."
Miracle Fertilizer,CSOC,database\images\MiracleFertilizer.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Once per turn, you can select 1 Plant-Type monster from your Graveyard and Special Summon it. You cannot Normal Summon or Set the turn you Special Summon a monster with this effect. If a monster Special Summoned by this effect is removed from the field, destroy this card."
Miraculous Descent,DR04,database\images\MiraculousDescent.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 of your Fairy-Type monsters that is removed from play and Special Summon it. When this card is removed from the field, destroy that monster. When the monster is destroyed, destroy this card."
Miraculous Rebirth,CP08,database\images\MiraculousRebirth.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only as Chain Link 4 or higher. Select 1 monster from either player's Graveyard and Special Summon it. You cannot activate this card if multiple cards/effects with the same name are in that Chain.
Misfortune,DP05,database\images\Misfortune.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Select 1 face-up monster your opponent controls. Inflict damage to your opponent equal to half that monster's original ATK. Your monsters cannot attack this turn.
Morale Boost,DCR,database\images\MoraleBoost.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Each time a player equips an Equip Spell Card, that player's Life Points increase by 1000 points. Each time an Equip Spell Card is destroyed or removed from the field, inflict 1000 damage to the Life Points of the controller of that Equip Spell Card."
Morphtransition,CSOC,database\images\Morphtransition.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only when a face-up ""Morphtronic"" monster you control is selected as an attack target. Negate the attack, and change the battle position of the selected ""Morphtronic"" monster."
Morphtronic Accelerator,CSOC,database\images\MorphtronicAccelerator.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Return 1 ""Morphtronic"" monster from your hand to the Deck. Destroy 1 card on the field, and draw 1 card."
Morphtronic Cord,CSOC,database\images\MorphtronicCord.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Equip only to a ""Morphtronic"" monster. Each time the equipped monster's battle position is changed, destroy 1 Spell or Trap Card on the field."
Morphtronic Engine,CSOC,database\images\MorphtronicEngine.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Equip only to a Level 3 ""Morphtronic"" monster. Its ATK becomes double its original ATK. During your second Standby Phase after this card's activation, destroy this card, and take damage equal to the original ATK of the equipped monster."
Morphtronic Forcefield,CRMS,database\images\MorphtronicForcefield.jpg,Trap,Counter,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Negate the activation of a Spell or Trap Card that would destroy a face-up ""Morphtronic"" monster you control and destroy it. Add 1 ""Morphtronic"" card from your Deck to your hand."
Morphtronic Map,CRMS,database\images\MorphtronicMap.jpg,Spell,Field,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Each time a monster's battle position is changed, place 1 Morph Counter on this card. All ""Morphtronic"" monsters gain 300 ATK for each Morph Counter on this card. When this card is destroyed and sent from the field to the Graveyard, you can Special Summon 1 ""Morphtronic"" monster from your Graveyard."
Morphtronic Mix-up,CRMS,database\images\MorphtronicMixup.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"If you control 2 or more face-up ""Morphtronic"" monsters, select 2 cards your opponent controls. Destroy 1 card of your opponent's choice from those 2."
Morphtronic Monitron,CSOC,database\images\MorphtronicMonitron.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"When a ""Morphtronic"" monster is Summoned, you can change it to face-up Defense Position."
Morphtronic Rusty Engine,CRMS,database\images\MorphtronicRustyEngine.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Equip only to a ""Morphtronic"" monster. If the equipped monster is destroyed, inflict damage to each player equal to its original ATK."
Mysterious Triangle,CRMS,database\images\MysteriousTriangle.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Destroy 1 monster on the field with an A-Counter. Then, you can Special Summon 1 Level 4 ""Alien"" monster from your Deck. Destroy it during the End Phase."
Mystic Plasma Zone,DB1,database\images\MysticPlasmaZone.jpg,Spell,Field,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Increase the ATK of all DARK monsters by 500 points and decrease their DEF by 400 points.
Mystical Wind Typhoon,CDIP,database\images\MysticalWindTyphoon.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only as Chain Link 3 or higher. Destroy 1 Spell or Trap Card on the field. You cannot activate this card if multiple cards/effects with the same name are in that Chain.
Mystik Wok,AST,database\images\MystikWok.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Tribute 1 monster you control. Select either its ATK or DEF and gain that many Life Points.
Nature's Reflection,ABPF,database\images\NaturesReflection.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"During this turn, any effect activated by your opponent that would inflict damage becomes an effect that inflicts damage to their Life Points."
Needle Wall,DB2,database\images\NeedleWall.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"During your Standby Phase, roll a six-sided die once. Treat your opponent's Monster Card Zone as #'s 1-5, counting from your right. Destroy the monster that is in the same Monster Card Zone as the die result. If the result is 6, roll again."
Next to be Lost,DR04,database\images\NexttobeLost.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Select 1 face-up monster on your side of the field. Send 1 card from your Deck to the Graveyard with the same name as the selected card.
Nightmare Archfiends,CRMS,database\images\NightmareArchfiends.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Tribute 1 monster. Special Summon 3 ""Nightmare Archfiend Tokens"" (Fiend-Type/DARK/Level 6/ATK 2000/DEF 2000) to your opponent's side of the field in Attack Position. When a ""Nightmare Archfiend Token"" is destroyed, its controller takes 800 damage."
Ninjitsu Art of Transformation,AST,database\images\NinjitsuArtofTransformation.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate this card by Tributing 1 face-up monster on your side of the field that includes ""Ninja"" in its card name. Special Summon 1 Beast-Type, Winged Beast-Type, or Insect-Type monster with a Level equal to or less than the Level of the Tributed card + 3 from your hand or Deck to your side of the field. When this card is removed from your side of the field, destroy the monster."
Nobleman of Extermination,DB1,database\images\NoblemanofExtermination.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Destroy and remove from play 1 face-down Spell or Trap Card. If it was a Trap Card, both players must remove from play all cards in their Deck with the same name as it."
Numinous Healer,DB1,database\images\NuminousHealer.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only when you take damage to your Life Points. Gain 1000 Life Points. Also, gain 500 Life Points for each ""Numinous Healer"" card in your Graveyard."
Offering to the Immortals,ABPF,database\images\OfferingtotheImmortals.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only when your opponent's monster declares a direct attack while you have 3000 or less Life Points. Negate the attack, and Special Summon 2 ""Ceremonial Tokens"" (Rock-Type/EARTH/Level 1/ATK 0/DEF 0), and add 1 ""Earthbound Immortal"" card, ""Earthbound Revival"", or ""Roar of the Earthbound"" from your Deck to your hand. ""Ceremonial Tokens"" cannot be Tributed, except for a Tribute Summon of an ""Earthbound Immortal"" monster, and cannot be used as Synchro Material monsters."
Ojama Delta Hurricane,DP2,database\images\OjamaDeltaHurricane.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only while ""Ojama Green"", ""Ojama Yellow"" and ""Ojama Black"" are face-up on your side of the field. Destroy all cards on your opponent's side of the field."
Ojama Trio,DP2,database\images\OjamaTrio.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Special Summon 3 ""Ojama Tokens"" (Beast-Type/LIGHT/2 Stars/ATK 0/DEF 1000) in Defense Position on your opponent's side of the field. The tokens cannot be Tributed for a Tribute Summon. When an ""Ojama Token"" is destroyed, the controller takes 300 points of damage."
Ojamagic,DP2,database\images\Ojamagic.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"When this card is sent from the hand or the field to the Graveyard, add 1 each of ""Ojama Green"", ""Ojama Yellow"" and ""Ojama Black"" from your Deck to your hand."
Ojamuscle,DP2,database\images\Ojamuscle.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 face-up ""Ojama King"" on the field. Destroy all monster(s) on the field that include ""Ojama"" in their card name, except the selected ""Ojama King"". Increase the ATK of the selected ""Ojama King"" by 1000 points for each destroyed monster."
Omega Goggles,CSOC,database\images\OmegaGoggles.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Equip only to a monster you control. Once per turn, you can look at 1 random card in your opponent's hand. The equipped monster cannot attack the turn you activate this effect."
Ominous Fortunetelling,DB2,database\images\OminousFortunetelling.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"During your Standby Phase, select 1 card randomly from your opponent's hand and call the Type of card (Monster, Spell, or Trap). If you call it right, inflict 700 points of Direct Damage to your opponent's Life Points. You can use this effect only once per turn."
Opti-Camouflage Armor,AST,database\images\OptiCamouflageArmor.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,This card can only be equipped to a Level 1 monster. A monster equipped with this card can attack your opponent directly.
Option Hunter,DR04,database\images\OptionHunter.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only when a monster on your side of the field is destroyed by battle and sent to the Graveyard. Gain Life Points by the original ATK of the destroyed monster.
Order to Charge,AST,database\images\OrdertoCharge.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 face-up Normal Monster (except a Token) on your side of the field when you activate this card. When this card resolves, Tribute the selected Normal Monster and destroy 1 monster on your opponent's side of the field."
Order to Smash,AST,database\images\OrdertoSmash.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 face-up Level 2 or lower Normal Monster (except a Token) on your side of the field when you activate this card. When this card resolves, you can Tribute the selected Normal Monster and destroy 1 or 2 Spell or Trap Cards on your opponent's side of the field."
Over Limit,DP06,database\images\OverLimit.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Pay 500 Life Points. Special Summon from both players' Graveyards as many Normal Monsters as possible with 1000 or less ATK that were destroyed by battle this turn.
Painful Choice,DB1,database\images\PainfulChoice.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Select 5 cards from your Deck and show them to your opponent. Your opponent selects 1 card among them. Add that card to your hand and discard the remaining cards to the Graveyard.
Paralyzing Chain,CSOC,database\images\ParalyzingChain.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"When a card(s) is sent from your opponent's Deck to the Graveyard by a card effect, inflict 300 damage to your opponent."
Phantasmal Martyrs,DR04,database\images\PhantasmalMartyrs.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only while you have 2 or more cards in your hand, and have either ""Uria, Lord of Searing Flames"" or ""Hamon, Lord of Striking Thunder"" face-up on your side of the field. By sending your entire hand to the Graveyard, Special Summon 3 ""Phantasmal Martyr Tokens"" (Fiend-Type/DARK/Level 1/ATK 0/DEF 0) in Attack Position on your side of the field."
Pharaoh's Treasure,DB2,database\images\PharaohsTreasure.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"After activation, put this card face-up in your Deck and shuffle it. When you draw this card, it is immediately sent to the Graveyard. Then add 1 card in your Graveyard (except this card) to your hand."
Photon Generator Unit,DP04,database\images\PhotonGeneratorUnit.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Tribute 2 ""Cyber Dragons"". Special Summon 1 ""Cyber Laser Dragon"" from your hand, Deck, or Graveyard."
Pikeru's Circle of Enchantment,CP03,database\images\PikerusCircleofEnchantment.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Damage to you from card effects becomes 0 until the end of this turn.
Planet Pollutant Virus,CRMS,database\images\PlanetPollutantVirus.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Tribute 1 ""Alien"" monster. Destroy all face-up monsters without A-Counters your opponent controls. Until the end of your opponent's 3rd turn after this card's activation, place 1 A-Counter on each monster they Summon."
Plant Food Chain,CSOC,database\images\PlantFoodChain.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Equip this card to a Plant-Type monster you control. It gains 500 ATK. If this card is destroyed by a card effect while equipped, you can Special Summon 1 Plant-Type monster from your Graveyard."
Poison Chain,CSOC,database\images\PoisonChain.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"During the End Phase of your turn, if you did not attack, your opponent sends cards equal to the number of face-up ""Iron Chain"" monsters you control from the top of their Deck to the Graveyard."
Pollinosis,CSOC,database\images\Pollinosis.jpg,Trap,Counter,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Tribute 1 Plant-Type monster. Negate the activation of a Spell or Trap Card, or the Normal or Special Summon of a monster, and destroy that card."
Pot of Benevolence,ABPF,database\images\PotofBenevolence.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 2 cards from the Graveyard(s), and shuffle them into their owner's Deck(s). After activation, remove this card from play instead of sending it to the Graveyard. You can only activate 1 ""Pot of Benevolence"" per turn."
Pot of Generosity,CRV,database\images\PotofGenerosity.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Return 2 cards from your hand to your Deck. Then shuffle your Deck.
Power Capsule,DR04,database\images\PowerCapsule.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 face-up ""Victory Viper XX03"" on your side of the field to activate this card. Select 1 effect of ""Victory Viper XX03"", and apply the effect as this card's effect."
Power Pickaxe,ABPF,database\images\PowerPickaxe.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Once per turn, you can select and remove from play 1 monster in your opponent's Graveyard whose Level is less than or equal to the equipped monster's, and have the equipped monster gain 500 ATK until the End Phase."
Precious Cards from Beyond,DCR,database\images\PreciousCardsfromBeyond.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"When you successfully Tribute Summon or Set a monster that required 2 or more Tributes, draw 2 cards from your Deck."
Prepare to Strike Back,DR04,database\images\PreparetoStrikeBack.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Each time your opponent declares an attack on a face-up Defense Position monster, toss a coin and call it. If you call it right, change the targeted face-up Defense Position monster to Attack Position. If you call it wrong, the controller of this card takes damage equal to the difference between the ATK of the attacking monster and the DEF of the attacked monster."
Prevention Star,CRMS,database\images\PreventionStar.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Equip only to a monster you control, if it was changed from face-up Attack Position to face-up Defense Position this turn. Select 1 monster your opponent controls. That monster cannot attack or change its battle position. When the equipped monster is destroyed and this card is sent to the Graveyard, remove from play the selected monster."
Pride of the Weak,5DS2,database\images\PrideoftheWeak.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"When a Level 2 or lower monster you control destroys an opponent's monster by battle and sends it to the Graveyard, if you have no cards in your hand, draw 2 cards."
Psi-Curse,ABPF,database\images\PsiCurse.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only when a face-up Psychic-Type monster you control is destroyed by battle with an opponent's attacking monster and sent to the Graveyard. Destroy the attacking monster, and inflict damage to your opponent equal to the Level of your destroyed Psychic-Type monster x 300."
Psychic Sword,CRMS,database\images\PsychicSword.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Equip only to a Psychic-Type monster. If your Life Points are lower than your opponent's, the equipped monster gains ATK equal to the difference (max. 2000)."
Psychic Trigger,CSOC,database\images\PsychicTrigger.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only while your Life Points are lower than your opponent's. Select 2 Psychic-Type monsters in your Graveyard. Remove them from play and draw 2 cards.
Psychic Tuning,CRMS,database\images\PsychicTuning.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 Psychic-Type monster in your Graveyard and Special Summon it in Attack Position. It is treated as a Tuner monster. When this card is removed from the field, destroy that monster. When that monster is removed from the field destroy this card. When this card is sent to the Graveyard, take damage equal to that monster's Level x 400."
Psychokinesis,CSOC,database\images\Psychokinesis.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only while you control a face-up Psychic-Type monster. Destroy 1 card on the field and take 1000 damage.
Pulling the Rug,CP05,database\images\PullingtheRug.jpg,Trap,Counter,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Negate the activation and effect of an Effect Monster whose effect activated when a monster was Normal Summoned (even itself), and destroy that Effect Monster."
Pyramid Energy,DB2,database\images\PyramidEnergy.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,You can select and activate 1 of the following effects. *Increase the ATK of all face-up monsters on your side of the field by 200 points until the End Phase of the turn this card is activated. *Increase the DEF of all face-up monsters on your side of the field by 500 points until the End Phase of the turn this card is activated.
Raptor Wing Strike,CRMS,database\images\RaptorWingStrike.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Return 1 face-up ""Blackwing"" monster you control to the Deck. Add 1 ""Blackwing"" monster from your Deck to your hand."
Ray of Hope,DCR,database\images\RayofHope.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Select 2 LIGHT monsters from your Graveyard and add them to your Deck. Then Shuffle your Deck.
Really Eternal Rest,DCR,database\images\ReallyEternalRest.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Destroy all monsters equipped with Equip Cards.
Respect Play,DB1,database\images\RespectPlay.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"During their respective turns, each player must show their opponent their hand."
Restructer Revolution,DB2,database\images\RestructerRevolution1.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Inflict 200 points of damage to your opponent's Life Points for each card in your opponent's hand.
Return Soul,DP04,database\images\ReturnSoul.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only during the End Phase. You can return of to 3 monsters destroyed this turn from the Graveyard to their owners' Deck.
Reverse of Neos,DP06,database\images\ReverseofNeos.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only when a face-up ""Neos"" Fusion Monster you control is destroyed. Special Summon 1 ""Elemental HERO Neos"" from your Deck in Attack Position. It gains 1000 ATK and is destroyed during the End Phase of this turn."
Revival Gift,CSOC,database\images\RevivalGift.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 Tuner monster from your Graveyard and Special Summon it. Its effects are negated. Special Summon 2 ""Gift Fiend Tokens"" (Fiend-Type/DARK/Level 3/ATK 1500/DEF 1500) to your opponent's side of the field."
Revoke Fusion,DP06,database\images\RevokeFusion.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Discard 1 ""Polymerization"" to the Graveyard. Send 1 Fusion Monster from your Extra Deck to your Graveyard and Special Summon 1 monster from your hand that is listed as a Fusion Material Monster on that card. The Special Summoned monster is sent to the Graveyard during the End Phase of this turn."
Ring of Defense,DP2,database\images\RingofDefense.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only in response to the activation of a Trap Card effect that inflicts damage. Make the effect damage of that Trap Card 0.
Ring of Magnetism,DB2,database\images\RingofMagnetism.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"You can only equip this card to a monster on your side of the field. Decrease the ATK and DEF of a monster equipped with this card by 500 points. In addition, all the monsters on your opponent's side of the field can only attack the monster equipped with this card, if they attack."
Riryoku Field,DB2,database\images\RiryokuField.jpg,Trap,Counter,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Negate the activation of a Spell Card that designates 1 monster on the field as a target and destroy the Spell Card.
Rising Air Current,DB1,database\images\RisingAirCurrent.jpg,Spell,Field,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Increase the ATK of all WIND monsters by 500 points and decrease their DEF by 400 points.
Ritual Cage,ABPF,database\images\RitualCage.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"While this card is on the field, Battle Damage to you from a Battle involving a face-up Ritual Monster you control becomes 0. Also, a face-up Ritual Monster you control cannot become the target of or destroyed by an Effect Monster's effect."
Ritual Foregone,CDIP,database\images\RitualForegone.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Pay 1000 Life Points. Special Summon 1 Ritual Monster from your hand. The Ritual Monster Special Summoned by this effect cannot attack, and is destroyed during the End Phase. Only 1 ""Ritual Foregone"" can be activated per turn."
Ritual of Destruction,ABPF,database\images\RitualofDestruction.jpg,Spell,Ritual,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"This card is used to Ritual Summon ""Garlandolf, King of Destruction"". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand. During your Main Phase, you can remove from play this card from your Graveyard. If you do, during this turn, any monster destroyed by battle with a Ritual Monster you control will be returned to the top of the Deck instead of being sent to the Graveyard."
Robbin' Goblin,CP04,database\images\RobbinGoblin.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Each time a monster you control inflicts Battle Damage to your opponent, your opponent discards 1 random card."
Roll Out,DR04,database\images\RollOut.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Select 1 Union Monster in your Graveyard and equip it to an appropriate monster on your side of the field.
Royal Oppression,CP08,database\images\RoyalOppression.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Pay 800 Life Points to negate a Special Summon of a monster and the effect of a card that Special Summons a monster and destroy it. Both you and your opponent can use this effect as long as this card remains face-up on the field.
Ruthless Denial,DP04,database\images\RuthlessDenial.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 monster you control and send it to the Graveyard, and send 1 random card in your opponent's hand to the Graveyard."
Saber Hole,ABPF,database\images\SaberHole.jpg,Trap,Counter,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only while you control a face-up ""X-Saber"" monster. Negate the Summon of a monster, and destroy it."
Salamandra,DDS,database\images\Salamandra.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,A FIRE monster equipped with this card increases its ATK by 700 points.
Scrap-Iron Scarecrow,5DS1,database\images\ScrapIronScarecrow.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only when an opponent's monster declares an attack. Negate the attack and Set this card face-down again instead of sending it to the Graveyard.
Scroll of Bewitchment,DB1,database\images\ScrollofBewitchment.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Select 1 Attribute. Change the Attribute of the equipped monster to the one you select.
